Date,Workshop,UniqueID,ProgrammingLanguage,RawData,WriteProgram,SearchOnline,OvercomeProblem,ProgrammingConfident,AnalysesEasier,ProgrammingEfficient,ImmediatelyApply,Comfortable,WorkWithData,WorkshopStrengths,WorkshopImprovements,AccessibilityIssues,AccessibilityResponse,InstructorsClearAnswers,InstructorsEnthusiastic,InstructorsInteracting,InstructorsKnowledgeable,InstructorsOpenEnded,LikelyToRecommend,Country
2/27/18 12:15,Genomics,0maesp,R,Agree,Agree,Strongly agree,Agree,Neutral,Agree,Strongly agree,Strongly agree ,Strongly agree ,,"Very interactive, easy to follow, easy to ask questions when you get stuck, very interesting, extremely useful and very likely to be applied in my daily work. In summary: extremely useful!!!","Bigger screens that allows you to follow the coding and the results, bigger place",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Every time I got lost the instructor or a helper were there for solving my question. If something was wrong with my coding I just need too put a red sticker on my laptop and either the helper or an instructor came to my place for helping me,100,United Kingdom
2/26/18 17:46,Ecology,2balon,R,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree ,Agree ,,What a fantastic day!  I have been to a lot of training courses and this was just the best.  Thank you for your clear coherent instruction and for the continuous troubleshooting which helped me get so much out the day.  I would be really keen to attend another workshop with the same format. ,#NAME?,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"The instructors were so fantastic.  They were able to deal with queries as we went along and were able to identify problems each individual was having.  I have never used R before and I was afraid that I would be very lost, but I found the whole workshop very easy to follow. ",99,United Kingdom
2/26/18 11:09,Ecology,0lowil,R,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Neutral ,Agree ,,Good pace and explanation particularly from Hugo,more spacious venue,No,,Agree,Agree,Agree,Agree,,89,United Kingdom
2/26/18 15:43,Ecology,2lostg,R,Agree,Agree,Agree,Agree,Neutral,Strongly agree,Strongly agree,Agree ,Agree ,,Very clear. Logical progression through useful steps. ,Bigger room.   Better organised break time.   More lunch!,No,,Agree,Agree,Strongly agree,Strongly agree,Clear identification of potential issues and explanations. ,90,United Kingdom
2/26/18 6:50,Ecology,1osque,R,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,,"Very clear explanations of functions, and lots of help available if you get stuck.    Also the online pad thing was great for asking questions without derailing the lesson",The functions we were taught using vectors could have been taught using a table straight away,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I asked a question on the online pad and it was answered quickly,100,United Kingdom
2/26/18 6:18,Ecology,2noful,R,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree ,Strongly agree ,,"Hugo(Tavares) The instructor was really great.    The format of the workshop - with the online guide was very useful, the challenges allowed me to consolidate what was being taught.",,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,99,United Kingdom
2/26/18 6:14,Genomics,,,,,,,,,,   ,  ,,,,,,,,,,,,
2/26/18 6:07,Ecology,1eaupp,R,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree ,Strongly agree ,,"Started from basics, and was at a pace that meant by the end of the 2nd day I could in use R in a meaningful way.  The additional genomics section at the end was very interesting and useful","Parts of the workshop could have been better structured - more care into explaining certain functions, although this would have slowed the workshop down, so not really a problem.",No,,Agree,Strongly agree,Strongly agree,Strongly agree,Explaining concepts in R in terms of Excel - which I am familiar with (as are many people) helped my understanding of filter and select functions in particular,90,United Kingdom
2/26/18 6:01,Ecology,3debav,R,Strongly agree,Agree,Strongly agree,Disagree,Neutral,Strongly agree,Strongly agree,Agree ,Strongly agree ,,The instruction was excellent and jargon was effectively explained through examples    Explanation of multiple approaches to the same problem made it clear why some methods are quicker than others.    There were plenty of breaks and lots of interaction with attendees,"There were times where I felt the pace could have been increased, but as I had some limited R experience before attending I was probably in the minority in thinking this.    The spreadsheet exercise at the beginning could have been shorter, but was a useful way of understanding the benefits of R",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I asked a question via etherpad that was not included in the course but was directly answered,100,United Kingdom
2/26/18 5:42,Ecology,4bamus,R,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Agree,Neutral ,Agree ,,Interactive environment,Too much info crammed into session,No,,Agree,Strongly agree,Agree,Strongly agree,,79,United Kingdom
2/26/18 5:28,Genomics,1saell,R,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,,It was well organized and I appreciated that the instructors were able to receive feedback about the speed of the course. The use of Etherpad was very interesting as well.,,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,It was faster to resolve an issue with a helper than just stopping the class. ,100,United Kingdom
2/26/18 5:06,Ecology,3newta,R,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,,"Very easy to follow, great system of flagging a helper when struggling",A few more breaks.,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Whenever I had a problem I could flag a helper or instructor using a red stickynote. This meant that I could try to solve the problem myself whilst waiting without worrying about getting the instructors attention. The instructor/helper would then clearly explain how to solve the problem and the logic behind the solution.,100,United Kingdom
2/26/18 5:02,Ecology,2dustr,R,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree ,Strongly agree ,,Following what the intructors are doing in real time,go through the basics (eg. excel) faster,No,,Agree,Agree,Agree,Strongly agree,Came around personally to help anyone with any issues,90,United Kingdom
2/26/18 3:44,Ecology,1loclo,R,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,,,- the room was a little small and it was hard for the helpers to get around  - on day 1 people were not using the ether pad to the most effective way so lots of small questions interrupted the flow of some bits of teaching and some tutors became a little sidetracked so pace was slow and things were missed. This was much improved on the second day,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,- answering questions on the ether pad to allow me to extend my knowledge and apply the code in other scenarios  - when helping 1 on 1 making sure I understood rather than just telling me the answer,82,United Kingdom
2/26/18 3:27,Ecology,2decel,R,Strongly agree,Neutral,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree ,Strongly agree ,,"Energetic, helpful instructors; online resources  I loved the green/red sticky note idea - I will use this in my own teaching!",,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,100,United Kingdom
2/25/18 7:31,Ecology,1pakin,R,Strongly agree,Agree,Disagree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,,well designed  well organised  pace of the course was good,instructors were both good but one of them was better at explaining difficult concepts.,No,,Strongly agree,Strongly agree,Agree,Strongly agree,one instructor was very good at explaining and demonstrating. This was very beneficial to the whole class. The helpers were also very good and promptly intervene when somebody got stuck during the lesson,100,United Kingdom
2/24/18 5:38,Ecology,2lyarb,R,Strongly agree,Agree,Agree,Disagree,Disagree,Strongly agree,Strongly agree,Agree ,Strongly agree ,,"I enjoyed the course so much! It was really fun, really interesting and all the information was very accessible. I had tried to teach myself a bit of R before but found it very overwhelming. This was an excellent intro and I think I will be apply to apply what I learnt to be own data sets","More challenges, they were useful",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Hugo was good at interacting with us when explaining things,100,United Kingdom
2/23/18 12:53,Ecology,1piduk,R,Agree,Agree,Agree,Agree,Neutral,Strongly agree,Strongly agree,Neutral ,Agree ,,"Well organised, good intro to R and very good presenters",,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Good level of personal engagement,95,United Kingdom
2/23/18 12:50,Ecology,2cosur,R,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,,"Very clearly explained, really true that no previous knowledge was required","Room was crowded, perhaps it would be better to have several workshops",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Very helpful, also the Stickers system is great",100,United Kingdom
2/23/18 12:49,Ecology,1gulav,R,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree ,Agree ,,Nicely structured and helpful staff.  Great introduction to R and useful for future work.,,No,,Agree,Agree,Agree,Agree,,90,United Kingdom
2/23/18 12:51,Ecology,1bocra,R,Strongly agree,Strongly agree,Agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,,Starting from the basics and building to quite complex scripts while still understanding it.  Follow along + have own challenges in between.,"Bigger screens, better WiFi connection, more seats and tables.  ",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,They started explaining how to clean up data in excel before working with it.  They helped people in between when they got stuck.  Questions could be asked throughout.,100,United Kingdom
2/23/18 12:50,Ecology,2pucli,R,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree ,Strongly agree ,,"This workshop provided an incredible environnement to start learning R. The teachers and helpers have been amazing, patient and very pedagogical all the way long. I would strongly recommend it to anyone without prior knowledge of R !",Maybe the room could have been a bit bigger...,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,They were coming every time I had a problem and answered all my questions !!,100,United Kingdom
2/23/18 12:45,Ecology,1mamai,R,,,,,,,,   ,  ,,,,,,,,,,,,
2/23/18 13:05,Ecology,2bolym,R,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree ,Strongly agree ,,"Friendly approachable instructors, really relevant skills, lots of opportunities to try things out with data.",Bigger venue with better internet!,No,,Agree,Strongly agree,Strongly agree,Strongly agree,"Were very happy to be interrupted with queries, made steps clear to understand but also provided us with sufficient challenge over the 2 days.",99,United Kingdom
2/23/18 12:47,Ecology,2crmou,R,Strongly agree,,Agree,Neutral,Agree,Strongly agree,Strongly agree,Neutral ,Agree ,,Demonstrating the ability to use R to manipulate data,give some more time for attendees to try out code and ask for help to troubleshoot!,No,,Agree,Strongly agree,Strongly agree,Strongly agree,When I had a coding issue I could ask why it was not working,95,United Kingdom
